itinerary_id,day,order,poi_id
trip00436,day1,5,attraction00519
trip00436,day1,6,restaurant01465
trip00436,day1,7,restaurant01234
trip00436,day1,8,hotel01827
trip00437,day1,1,hotel01874
trip00437,day1,2,restaurant01436
trip00437,day1,3,restaurant01429
trip00437,day1,4,attraction00547
trip00437,day1,5,restaurant01467
trip00437,day1,6,hotel01874
trip00438,day1,1,hotel01874
trip00438,day1,2,restaurant01423
trip00438,day1,3,attraction00545
trip00438,day1,4,attraction00507
trip00438,day1,5,attraction00517
trip00438,day1,6,hotel01874
trip00438,day2,1,hotel01874
trip00438,day2,2,restaurant01253
trip00438,day2,3,attraction00501
trip00438,day2,4,attraction00547
trip00438,day2,5,attraction00034
trip00438,day2,6,restaurant01454
trip00438,day2,7,hotel01874
trip00438,day3,1,hotel01874
trip00438,day3,2,restaurant01254
trip00438,day3,3,attraction00522
trip00438,day3,4,attraction00527
trip00438,day3,5,attraction00549
trip00438,day3,6,restaurant01234
trip00438,day3,7,hotel01874
trip00438,day4,1,hotel01874
trip00438,day4,2,attraction00530
trip00438,day4,3,restaurant01458
trip00438,day4,4,restaurant01473
trip00438,day4,5,restaurant01256
trip00438,day4,6,restaurant01452
trip00438,day4,7,hotel01874
trip00439,day1,1,hotel01825
trip00439,day1,2,attraction00517
trip00439,day1,3,attraction00531
trip00439,day1,4,attraction00533
trip00439,day1,5,attraction00504
trip00439,day1,6,restaurant01439
trip00439,day1,7,attraction00525
trip00439,day1,8,hotel01825
trip00439,day2,1,hotel01825
trip00439,day2,2,restaurant01471
trip00439,day2,3,attraction00550
trip00439,day2,4,restaurant01487
trip00439,day2,5,attraction00521
trip00439,day2,6,attraction00506
trip00439,day2,7,restaurant01257
trip00439,day2,8,hotel01825
trip00439,day3,1,hotel01825
trip00439,day3,2,attraction00505
trip00439,day3,3,attraction00034
trip00439,day3,4,attraction00546
trip00439,day3,5,attraction00549
trip00439,day3,6,attraction00530
trip00439,day3,7,restaurant01260
trip00439,day3,8,restaurant01481
trip00439,day3,9,hotel01825
trip00440,day1,1,hotel01816
trip00440,day1,2,restaurant01490
trip00440,day1,3,attraction00511
trip00440,day1,4,attraction00514
trip00440,day1,5,restaurant01473
trip00440,day1,6,attraction00028
trip00440,day1,7,hotel01816
trip00440,day2,1,hotel01816
trip00440,day2,2,restaurant01425
trip00440,day2,3,attraction00536
trip00440,day2,4,attraction00534
trip00440,day2,5,attraction00504
trip00440,day2,6,attraction00526
trip00440,day2,7,restaurant01499
trip00440,day2,8,attraction00524
trip00440,day2,9,hotel01816
trip00441,day1,1,hotel01829
trip00441,day1,2,attraction00526
trip00441,day1,3,attraction00550
trip00441,day1,4,restaurant01443
trip00441,day1,5,attraction00521
trip00441,day1,6,restaurant01272
trip00441,day1,7,hotel01829
trip00441,day2,1,hotel01829
trip00441,day2,2,restaurant01457
trip00441,day2,3,restaurant01494
trip00441,day2,4,attraction00536
trip00441,day2,5,restaurant01472
trip00441,day2,6,attraction00528
trip00441,day2,7,hotel01829
trip00441,day3,1,hotel01829
trip00441,day3,2,restaurant01276
trip00441,day3,3,attraction00031
trip00441,day3,4,restaurant01428
trip00441,day3,5,restaurant01499
trip00441,day3,6,attraction00548
trip00441,day3,7,attraction00533
trip00441,day3,8,hotel01829
trip00442,day1,1,hotel01827
trip00442,day1,2,restaurant01431
trip00442,day1,3,attraction00506
trip00442,day1,4,restaurant01276
trip00442,day1,5,restaurant01481
trip00442,day1,6,hotel01827
trip00442,day2,1,hotel01827
trip00442,day2,2,restaurant01234
trip00442,day2,3,attraction00522
trip00442,day2,4,attraction00532
trip00442,day2,5,attraction00512
trip00442,day2,6,attraction00514
trip00442,day2,7,attraction00528
trip00442,day2,8,restaurant01283
trip00442,day2,9,hotel01827
trip00442,day3,1,hotel01827
trip00442,day3,2,restaurant01449
trip00442,day3,3,attraction00516
trip00442,day3,4,attraction00526
trip00442,day3,5,attraction00046
trip00442,day3,6,restaurant01487
trip00442,day3,7,hotel01827
trip00442,day4,1,hotel01827
trip00442,day4,2,attraction00510
trip00442,day4,3,attraction00527
trip00442,day4,4,attraction00500
trip00442,day4,5,attraction00540
trip00442,day4,6,restaurant01445
trip00442,day4,7,attraction00545
trip00442,day4,8,hotel01827
trip00443,day1,1,hotel01816
trip00443,day1,2,restaurant01265
trip00443,day1,3,attraction00520
trip00443,day1,4,attraction00540
trip00443,day1,5,attraction00514
trip00443,day1,6,attraction00521
trip00443,day1,7,attraction00547
trip00443,day1,8,restaurant01439
trip00443,day1,9,hotel01816
trip00444,day1,1,hotel01884
trip00444,day1,2,restaurant01234
trip00444,day1,3,restaurant01495
trip00444,day1,4,attraction00531
trip00444,day1,5,restaurant01456
trip00444,day1,6,attraction00546
trip00444,day1,7,hotel01884
trip00444,day2,1,hotel01884
trip00444,day2,2,restaurant01429
trip00444,day2,3,attraction00534
trip00444,day2,4,attraction00517
trip00444,day2,5,restaurant01462
trip00444,day2,6,hotel01884
trip00444,day3,1,hotel01884
trip00444,day3,2,attraction00502
trip00444,day3,3,restaurant01443
trip00444,day3,4,restaurant01495
trip00444,day3,5,restaurant01485
trip00444,day3,6,restaurant01467
trip00444,day3,7,attraction00505
trip00444,day3,8,hotel01884
trip00444,day4,1,hotel01884
trip00444,day4,2,attraction00507
trip00444,day4,3,attraction00501
trip00444,day4,4,attraction00520
trip00444,day4,5,restaurant01259
trip00444,day4,6,restaurant01248
trip00444,day4,7,restaurant01434
trip00444,day4,8,hotel01884
trip00445,day1,1,hotel01887
trip00445,day1,2,restaurant01447
trip00445,day1,3,restaurant01477
trip00445,day1,4,restaurant01455
trip00445,day1,5,attraction00520
trip00445,day1,6,hotel01887
trip00445,day2,1,hotel01887
trip00445,day2,2,restaurant01249
trip00445,day2,3,attraction00550
trip00445,day2,4,restaurant01497
trip00445,day2,5,restaurant01233
trip00445,day2,6,hotel01887
trip00445,day3,1,hotel01887
trip00445,day3,2,restaurant01456
trip00445,day3,3,restaurant01443
trip00445,day3,4,attraction00527
trip00445,day3,5,restaurant01256
trip00445,day3,6,restaurant01454
trip00445,day3,7,attraction00510
trip00445,day3,8,hotel01887
trip00446,day1,1,hotel01825
trip00446,day1,2,attraction00509
trip00446,day1,3,attraction00529
trip00446,day1,4,attraction00502
trip00446,day1,5,restaurant01443
trip00446,day1,6,attraction00514
trip00446,day1,7,attraction00522
trip00446,day1,8,hotel01825
trip00447,day1,1,hotel01874
trip00447,day1,2,restaurant01260
trip00447,day1,3,restaurant01251
trip00447,day1,4,restaurant01487
trip00447,day1,5,attraction00532
trip00447,day1,6,attraction00031
trip00447,day1,7,hotel01874
trip00448,day1,1,hotel01874
trip00448,day1,2,attraction00543
trip00448,day1,3,restaurant01494
trip00448,day1,4,restaurant01450
trip00448,day1,5,restaurant01282
trip00448,day1,6,hotel01874
trip00448,day2,1,hotel01874
trip00448,day2,2,restaurant01471
trip00448,day2,3,attraction00510
trip00448,day2,4,attraction00514
trip00448,day2,5,attraction00509
trip00448,day2,6,restaurant01449
trip00448,day2,7,hotel01874
trip00448,day3,1,hotel01874
trip00448,day3,2,restaurant01272
trip00448,day3,3,attraction00530
trip00448,day3,4,restaurant01494
trip00448,day3,5,restaurant01471
trip00448,day3,6,attraction00507
trip00448,day3,7,hotel01874
trip00448,day4,1,hotel01874
trip00448,day4,2,restaurant01269
trip00448,day4,3,attraction00520
trip00448,day4,4,restaurant01248
trip00448,day4,5,restaurant01270
trip00448,day4,6,attraction00512
trip00448,day4,7,hotel01874
trip00449,day1,1,hotel01884
trip00449,day1,2,attraction00523
trip00449,day1,3,attraction00537
trip00449,day1,4,restaurant01438
trip00449,day1,5,restaurant01448
trip00449,day1,6,restaurant01472
trip00449,day1,7,hotel01884
trip00449,day2,1,hotel01884
trip00449,day2,2,restaurant01459
trip00449,day2,3,restaurant01230
trip00449,day2,4,attraction00501
trip00449,day2,5,attraction00547
trip00449,day2,6,hotel01884
trip00449,day3,1,hotel01884
trip00449,day3,2,restaurant01449
trip00449,day3,3,restaurant01484
trip00449,day3,4,attraction00533
trip00449,day3,5,restaurant01468
trip00449,day3,6,attraction00512
trip00449,day3,7,restaurant01454
trip00449,day3,8,hotel01884
trip00449,day4,1,hotel01884
trip00449,day4,2,restaurant01241
trip00449,day4,3,restaurant01257
trip00449,day4,4,restaurant01269
trip00449,day4,5,restaurant01483
trip00449,day4,6,attraction00500
trip00449,day4,7,hotel01884
trip00450,day1,1,hotel01887
trip00450,day1,2,attraction00509
trip00450,day1,3,restaurant01441
trip00450,day1,4,attraction00545
trip00450,day1,5,attraction00520
trip00450,day1,6,hotel01887
trip00450,day2,1,hotel01887
trip00450,day2,2,attraction00515
trip00450,day2,3,restaurant01433
trip00450,day2,4,attraction00529
trip00450,day2,5,restaurant01248
trip00450,day2,6,restaurant01475
trip00450,day2,7,attraction00547
trip00450,day2,8,hotel01887
trip00451,day1,1,hotel01887
trip00451,day1,2,restaurant01492
trip00451,day1,3,attraction00511
trip00451,day1,4,attraction00517
trip00451,day1,5,restaurant01482
trip00451,day1,6,hotel01887
trip00451,day2,1,hotel01887
trip00451,day2,2,attraction00547
trip00451,day2,3,attraction00518
trip00451,day2,4,restaurant01461
trip00451,day2,5,restaurant01457
trip00451,day2,6,restaurant01463
trip00451,day2,7,hotel01887
trip00452,day1,1,hotel01816
trip00452,day1,2,restaurant01269
trip00452,day1,3,attraction00048
trip00452,day1,4,restaurant01441
trip00452,day1,5,restaurant01490
trip00452,day1,6,restaurant01466
trip00452,day1,7,hotel01816
trip00452,day2,1,hotel01816
trip00452,day2,2,restaurant01499
trip00452,day2,3,attraction00546
trip00452,day2,4,restaurant01453
trip00452,day2,5,restaurant01261
trip00452,day2,6,attraction00538
trip00452,day2,7,hotel01816
trip00452,day3,1,hotel01816
trip00452,day3,2,restaurant01472
trip00452,day3,3,attraction00528
trip00452,day3,4,restaurant01449
trip00452,day3,5,attraction00507
trip00452,day3,6,attraction00511
trip00452,day3,7,hotel01816
trip00453,day1,1,hotel01825
trip00453,day1,2,attraction00550
trip00453,day1,3,attraction00513
trip00453,day1,4,restaurant01500
trip00453,day1,5,attraction00521
trip00453,day1,6,hotel01825
trip00453,day2,1,hotel01825
trip00453,day2,2,restaurant01231
trip00453,day2,3,restaurant01433
trip00453,day2,4,restaurant01259
trip00453,day2,5,attraction00028
trip00453,day2,6,attraction00527
trip00453,day2,7,restaurant01485
trip00453,day2,8,hotel01825
trip00454,day1,1,hotel01825
trip00454,day1,2,restaurant01483
trip00454,day1,3,attraction00510
trip00454,day1,4,attraction00504
trip00454,day1,5,attraction00531
trip00454,day1,6,restaurant01468
trip00454,day1,7,attraction00513
trip00454,day1,8,attraction00500
trip00454,day1,9,hotel01825
trip00454,day2,1,hotel01825
trip00454,day2,2,restaurant01465
trip00454,day2,3,restaurant01235
trip00454,day2,4,attraction00528
trip00454,day2,5,restaurant01251
trip00454,day2,6,attraction00536
trip00454,day2,7,hotel01825
trip00455,day1,1,hotel01887
trip00455,day1,2,restaurant01486
trip00455,day1,3,attraction00528
trip00455,day1,4,attraction00508
trip00455,day1,5,attraction00031
trip00455,day1,6,hotel01887
trip00456,day1,1,hotel01874
trip00456,day1,2,restaurant01471
trip00456,day1,3,restaurant01251
trip00456,day1,4,attraction00520
trip00456,day1,5,restaurant01258
trip00456,day1,6,hotel01874
trip00456,day2,1,hotel01874
trip00456,day2,2,attraction00549
trip00456,day2,3,restaurant01499
trip00456,day2,4,restaurant01451
trip00456,day2,5,restaurant01242
trip00456,day2,6,hotel01874
trip00456,day3,1,hotel01874
trip00456,day3,2,restaurant01473
trip00456,day3,3,attraction00528
trip00456,day3,4,attraction00512
trip00456,day3,5,attraction00550
trip00456,day3,6,restaurant01421
trip00456,day3,7,hotel01874
trip00456,day4,1,hotel01874
trip00456,day4,2,attraction00502
trip00456,day4,3,attraction00510
trip00456,day4,4,restaurant01265
trip00456,day4,5,attraction00046
trip00456,day4,6,restaurant01449
trip00456,day4,7,attraction00543
trip00456,day4,8,hotel01874
trip00457,day1,1,hotel01827
trip00457,day1,2,restaurant01234
trip00457,day1,3,restaurant01444
trip00457,day1,4,attraction00528
trip00457,day1,5,restaurant01240
trip00457,day1,6,hotel01827
trip00457,day2,1,hotel01827
trip00457,day2,2,attraction00510
trip00457,day2,3,restaurant01480
trip00457,day2,4,attraction00514
trip00457,day2,5,restaurant01419
trip00457,day2,6,attraction00507
trip00457,day2,7,hotel01827
trip00458,day1,1,hotel01874
trip00458,day1,2,restaurant01486
trip00458,day1,3,restaurant01235
trip00458,day1,4,restaurant01459
trip00458,day1,5,attraction00522
trip00458,day1,6,hotel01874
trip00459,day1,1,hotel01884
trip00459,day1,2,restaurant01455
trip00459,day1,3,restaurant01257
trip00459,day1,4,restaurant01260
trip00459,day1,5,attraction00046
trip00459,day1,6,attraction00507
trip00459,day1,7,hotel01884
trip00459,day2,1,hotel01884
trip00459,day2,2,attraction00501
trip00459,day2,3,attraction00048
trip00459,day2,4,attraction00550
trip00459,day2,5,restaurant01466
trip00459,day2,6,attraction00034
trip00459,day2,7,attraction00548
trip00459,day2,8,hotel01884
trip00459,day3,1,hotel01884
trip00459,day3,2,restaurant01265
trip00459,day3,3,attraction00512
trip00459,day3,4,restaurant01461
trip00459,day3,5,attraction00531
trip00459,day3,6,restaurant01494
trip00459,day3,7,hotel01884
trip00460,day1,1,hotel01816
trip00460,day1,2,attraction00506
trip00460,day1,3,attraction00529
trip00460,day1,4,attraction00510
trip00460,day1,5,restaurant01482
trip00460,day1,6,restaurant01456
trip00460,day1,7,attraction00516
trip00460,day1,8,hotel01816
trip00461,day1,1,hotel01827
trip00461,day1,2,restaurant01451
trip00461,day1,3,restaurant01285
trip00461,day1,4,attraction00505
trip00461,day1,5,attraction00536
trip00461,day1,6,attraction00046
trip00461,day1,7,restaurant01422
trip00461,day1,8,hotel01827
trip00462,day1,1,hotel01816
trip00462,day1,2,restaurant01428
trip00462,day1,3,attraction00527
trip00462,day1,4,attraction00543
trip00462,day1,5,restaurant01495
trip00462,day1,6,hotel01816
trip00462,day2,1,hotel01816
trip00462,day2,2,restaurant01443
trip00462,day2,3,restaurant01230
trip00462,day2,4,attraction00537
trip00462,day2,5,attraction00549
trip00462,day2,6,attraction00531
trip00462,day2,7,attraction00502
trip00462,day2,8,attraction00509
trip00462,day2,9,hotel01816
trip00462,day3,1,hotel01816
trip00462,day3,2,attraction00507
trip00462,day3,3,attraction00546
trip00462,day3,4,restaurant01487
trip00462,day3,5,attraction00540
trip00462,day3,6,restaurant01230
trip00462,day3,7,attraction00522
trip00462,day3,8,hotel01816
trip00463,day1,1,hotel01887
trip00463,day1,2,attraction00507
trip00463,day1,3,restaurant01268
trip00463,day1,4,restaurant01434
trip00463,day1,5,attraction00519
trip00463,day1,6,hotel01887
trip00463,day2,1,hotel01887
trip00463,day2,2,restaurant01253
trip00463,day2,3,attraction00532
trip00463,day2,4,restaurant01496
trip00463,day2,5,restaurant01283
trip00463,day2,6,hotel01887
trip00463,day3,1,hotel01887
trip00463,day3,2,attraction00546
trip00463,day3,3,restaurant01433
trip00463,day3,4,attraction00514
trip00463,day3,5,restaurant01427
trip00463,day3,6,attraction00034
trip00463,day3,7,restaurant01499
trip00463,day3,8,hotel01887
trip00464,day1,1,hotel01827
trip00464,day1,2,restaurant01487
trip00464,day1,3,restaurant01425
trip00464,day1,4,attraction00529
trip00464,day1,5,restaurant01432
trip00464,day1,6,restaurant01439
trip00464,day1,7,hotel01827
trip00464,day2,1,hotel01827
trip00464,day2,2,restaurant01449
trip00464,day2,3,restaurant01464
trip00464,day2,4,restaurant01419
trip00464,day2,5,attraction00028
trip00464,day2,6,restaurant01272
trip00464,day2,7,hotel01827
trip00464,day3,1,hotel01827
trip00464,day3,2,restaurant01419
trip00464,day3,3,attraction00031
trip00464,day3,4,attraction00513
trip00464,day3,5,attraction00501
trip00464,day3,6,attraction00521
trip00464,day3,7,restaurant01500
trip00464,day3,8,attraction00034
trip00464,day3,9,hotel01827
trip00465,day1,1,hotel01816
trip00465,day1,2,restaurant01431
trip00465,day1,3,restaurant01428
trip00465,day1,4,attraction00515
trip00465,day1,5,restaurant01481
trip00465,day1,6,restaurant01449
trip00465,day1,7,hotel01816
trip00465,day2,1,hotel01816
trip00465,day2,2,attraction00507
trip00465,day2,3,restaurant01425
trip00465,day2,4,attraction00547
trip00465,day2,5,restaurant01277
trip00465,day2,6,attraction00509
trip00465,day2,7,hotel01816
trip00465,day3,1,hotel01816
trip00465,day3,2,attraction00503
trip00465,day3,3,restaurant01463
trip00465,day3,4,restaurant01458
trip00465,day3,5,restaurant01280
trip00465,day3,6,attraction00501
trip00465,day3,7,hotel01816
trip00465,day4,1,hotel01816
trip00465,day4,2,restaurant01476
trip00465,day4,3,attraction00031
trip00465,day4,4,restaurant01481
trip00465,day4,5,attraction00504
trip00465,day4,6,hotel01816
trip00466,day1,1,hotel01887
trip00466,day1,2,restaurant01253
trip00466,day1,3,restaurant01430
trip00466,day1,4,restaurant01282
trip00466,day1,5,attraction00526
trip00466,day1,6,restaurant01459
trip00466,day1,7,hotel01887
trip00466,day2,1,hotel01887
trip00466,day2,2,attraction00515
trip00466,day2,3,restaurant01285
trip00466,day2,4,attraction00516
trip00466,day2,5,attraction00533
trip00466,day2,6,restaurant01270
trip00466,day2,7,attraction00537
trip00466,day2,8,hotel01887
trip00466,day3,1,hotel01887
trip00466,day3,2,restaurant01426
trip00466,day3,3,restaurant01447
trip00466,day3,4,attraction00540
trip00466,day3,5,restaurant01251
trip00466,day3,6,attraction00527
trip00466,day3,7,hotel01887
trip00467,day1,1,hotel01887
trip00467,day1,2,attraction00031
trip00467,day1,3,attraction00503
trip00467,day1,4,restaurant01461
trip00467,day1,5,restaurant01439
trip00467,day1,6,attraction00536
trip00467,day1,7,hotel01887
trip00467,day2,1,hotel01887
trip00467,day2,2,attraction00548
trip00467,day2,3,restaurant01282
trip00467,day2,4,restaurant01268
trip00467,day2,5,attraction00506
trip00467,day2,6,attraction00518
trip00467,day2,7,hotel01887
trip00467,day3,1,hotel01887
trip00467,day3,2,restaurant01431
trip00467,day3,3,restaurant01492
trip00467,day3,4,restaurant01486
trip00467,day3,5,attraction00525
trip00467,day3,6,attraction00513
trip00467,day3,7,attraction00545
trip00467,day3,8,hotel01887
trip00467,day4,1,hotel01887
trip00467,day4,2,restaurant01441
trip00467,day4,3,restaurant01430
trip00467,day4,4,attraction00543
trip00467,day4,5,restaurant01487
trip00467,day4,6,hotel01887
trip00468,day1,1,hotel01825
trip00468,day1,2,restaurant01486
trip00468,day1,3,attraction00537
trip00468,day1,4,attraction00048
trip00468,day1,5,restaurant01454
trip00468,day1,6,attraction00522
trip00468,day1,7,attraction00540
trip00468,day1,8,hotel01825
trip00468,day2,1,hotel01825
trip00468,day2,2,restaurant01449
trip00468,day2,3,attraction00521
trip00468,day2,4,restaurant01484
trip00468,day2,5,attraction00046
trip00468,day2,6,restaurant01257
trip00468,day2,7,hotel01825
trip00468,day3,1,hotel01825
trip00468,day3,2,restaurant01495
trip00468,day3,3,restaurant01432
trip00468,day3,4,attraction00503
trip00468,day3,5,attraction00509
trip00468,day3,6,attraction00028
trip00468,day3,7,attraction00547
trip00468,day3,8,attraction00523
trip00468,day3,9,hotel01825
trip00468,day4,1,hotel01825
trip00468,day4,2,restaurant01459
trip00468,day4,3,restaurant01483
trip00468,day4,4,attraction00525
trip00468,day4,5,restaurant01500
trip00468,day4,6,attraction00528
trip00468,day4,7,hotel01825
trip00469,day1,1,hotel01827
trip00469,day1,2,attraction00537
trip00469,day1,3,restaurant01466
trip00469,day1,4,attraction00516
trip00469,day1,5,attraction00505
trip00469,day1,6,restaurant01466
trip00469,day1,7,hotel01827
trip00469,day2,1,hotel01827
trip00469,day2,2,attraction00550
trip00469,day2,3,attraction00031
trip00469,day2,4,attraction00519
trip00469,day2,5,attraction00506
trip00469,day2,6,restaurant01276
trip00469,day2,7,attraction00520
trip00469,day2,8,hotel01827
trip00469,day3,1,hotel01827
trip00469,day3,2,restaurant01494
trip00469,day3,3,restaurant01461
trip00469,day3,4,attraction00048
trip00469,day3,5,restaurant01471
trip00469,day3,6,restaurant01436
trip00469,day3,7,hotel01827
trip00470,day1,1,hotel01887
trip00470,day1,2,attraction00538
trip00470,day1,3,restaurant01452
trip00470,day1,4,restaurant01259
trip00470,day1,5,attraction00540
trip00470,day1,6,restaurant01230
trip00470,day1,7,hotel01887
trip00470,day2,1,hotel01887
trip00470,day2,2,restaurant01257
trip00470,day2,3,attraction00503
trip00470,day2,4,restaurant01426
trip00470,day2,5,restaurant01498
trip00470,day2,6,attraction00034
trip00470,day2,7,hotel01887
trip00470,day3,1,hotel01887
trip00470,day3,2,attraction00518
trip00470,day3,3,restaurant01488
trip00470,day3,4,restaurant01455
trip00470,day3,5,attraction00514
trip00470,day3,6,hotel01887
trip00471,day1,1,hotel01887
trip00471,day1,2,attraction00526
trip00471,day1,3,restaurant01464
trip00471,day1,4,restaurant01467
trip00471,day1,5,attraction00525
trip00471,day1,6,attraction00546
trip00471,day1,7,hotel01887
trip00471,day2,1,hotel01887
trip00471,day2,2,attraction00543
trip00471,day2,3,attraction00548
trip00471,day2,4,attraction00508
trip00471,day2,5,restaurant01258
trip00471,day2,6,hotel01887
trip00472,day1,1,hotel01829
trip00472,day1,2,attraction00524
trip00472,day1,3,restaurant01497
trip00472,day1,4,restaurant01447
trip00472,day1,5,restaurant01422
trip00472,day1,6,hotel01829
trip00472,day2,1,hotel01829
trip00472,day2,2,restaurant01475
trip00472,day2,3,attraction00548
trip00472,day2,4,attraction00515
trip00472,day2,5,attraction00540
trip00472,day2,6,hotel01829
trip00472,day3,1,hotel01829
trip00472,day3,2,restaurant01501
trip00472,day3,3,attraction00522
trip00472,day3,4,restaurant01457
trip00472,day3,5,restaurant01428
trip00472,day3,6,restaurant01261
trip00472,day3,7,hotel01829
trip00472,day4,1,hotel01829
trip00472,day4,2,restaurant01468
trip00472,day4,3,attraction00514
trip00472,day4,4,attraction00503
trip00472,day4,5,restaurant01485
trip00472,day4,6,hotel01829
trip00473,day1,1,hotel01884
trip00473,day1,2,attraction00536
trip00473,day1,3,attraction00532
trip00473,day1,4,restaurant01262
trip00473,day1,5,attraction00514
trip00473,day1,6,restaurant01453
trip00473,day1,7,restaurant01426
trip00473,day1,8,hotel01884
trip00473,day2,1,hotel01884
trip00473,day2,2,attraction00519
trip00473,day2,3,restaurant01231
trip00473,day2,4,attraction00528
trip00473,day2,5,attraction00533
trip00473,day2,6,hotel01884
trip00473,day3,1,hotel01884
trip00473,day3,2,restaurant01423
trip00473,day3,3,attraction00500
trip00473,day3,4,restaurant01491
trip00473,day3,5,restaurant01447
trip00473,day3,6,restaurant01479
trip00473,day3,7,attraction00508
trip00473,day3,8,hotel01884
trip00473,day4,1,hotel01884
trip00473,day4,2,restaurant01486
trip00473,day4,3,restaurant01495
trip00473,day4,4,attraction00530
trip00473,day4,5,attraction00502
trip00473,day4,6,attraction00527
trip00473,day4,7,restaurant01481
trip00473,day4,8,hotel01884
trip00474,day1,1,hotel01829
trip00474,day1,2,restaurant01442
trip00474,day1,3,attraction00514
trip00474,day1,4,restaurant01231
trip00474,day1,5,restaurant01472
trip00474,day1,6,restaurant01270
trip00474,day1,7,hotel01829
trip00475,day1,1,hotel01816
trip00475,day1,2,restaurant01468
trip00475,day1,3,attraction00520
trip00475,day1,4,attraction00515
trip00475,day1,5,restaurant01282
trip00475,day1,6,attraction00507
trip00475,day1,7,attraction00538
trip00475,day1,8,attraction00503
trip00475,day1,9,hotel01816
trip00476,day1,1,hotel01884
trip00476,day1,2,restaurant01473
trip00476,day1,3,attraction00518
trip00476,day1,4,attraction00502
trip00476,day1,5,restaurant01440
trip00476,day1,6,restaurant01240
trip00476,day1,7,hotel01884
trip00477,day1,1,hotel01884
trip00477,day1,2,restaurant01437
trip00477,day1,3,restaurant01441
trip00477,day1,4,restaurant01490
trip00477,day1,5,attraction00534
trip00477,day1,6,restaurant01285
trip00477,day1,7,hotel01884
trip00478,day1,1,hotel01816
trip00478,day1,2,attraction00512
trip00478,day1,3,attraction00514
trip00478,day1,4,restaurant01427
trip00478,day1,5,attraction00546
trip00478,day1,6,attraction00545
trip00478,day1,7,hotel01816
trip00478,day2,1,hotel01816
trip00478,day2,2,attraction00501
trip00478,day2,3,restaurant01243
trip00478,day2,4,restaurant01429
trip00478,day2,5,attraction00507
trip00478,day2,6,attraction00519
trip00478,day2,7,restaurant01461
trip00478,day2,8,hotel01816
trip00478,day3,1,hotel01816
trip00478,day3,2,restaurant01487
trip00478,day3,3,restaurant01448
trip00478,day3,4,attraction00504
trip00478,day3,5,attraction00506
trip00478,day3,6,attraction00515
trip00478,day3,7,hotel01816
trip00478,day4,1,hotel01816
trip00478,day4,2,attraction00048
trip00478,day4,3,restaurant01449
trip00478,day4,4,attraction00505
trip00478,day4,5,restaurant01446
trip00478,day4,6,hotel01816
trip00479,day1,1,hotel01887
trip00479,day1,2,restaurant01426
trip00479,day1,3,attraction00546
trip00479,day1,4,restaurant01438
trip00479,day1,5,attraction00506
trip00479,day1,6,attraction00514
trip00479,day1,7,hotel01887
trip00479,day2,1,hotel01887
trip00479,day2,2,restaurant01257
trip00479,day2,3,restaurant01434
trip00479,day2,4,attraction00523
trip00479,day2,5,attraction00533
trip00479,day2,6,hotel01887
trip00480,day1,1,hotel01887
trip00480,day1,2,restaurant01249
trip00480,day1,3,restaurant01464
trip00480,day1,4,restaurant01449
trip00480,day1,5,attraction00533
trip00480,day1,6,hotel01887
trip00481,day1,1,hotel01825
trip00481,day1,2,restaurant01486
trip00481,day1,3,attraction00530
trip00481,day1,4,restaurant01485
trip00481,day1,5,restaurant01425
trip00481,day1,6,attraction00500
trip00481,day1,7,hotel01825
trip00481,day2,1,hotel01825
trip00481,day2,2,restaurant01430
trip00481,day2,3,attraction00508
trip00481,day2,4,restaurant01283
trip00481,day2,5,attraction00523
trip00481,day2,6,restaurant01265
trip00481,day2,7,restaurant01242
trip00481,day2,8,hotel01825
trip00481,day3,1,hotel01825
trip00481,day3,2,attraction00548
trip00481,day3,3,attraction00537
trip00481,day3,4,attraction00503
trip00481,day3,5,attraction00525
trip00481,day3,6,attraction00550
trip00481,day3,7,restaurant01437
trip00481,day3,8,hotel01825
trip00481,day4,1,hotel01825
trip00481,day4,2,attraction00545
trip00481,day4,3,restaurant01240
trip00481,day4,4,restaurant01485
trip00481,day4,5,attraction00502
trip00481,day4,6,attraction00521
trip00481,day4,7,attraction00046
trip00481,day4,8,attraction00516
trip00481,day4,9,hotel01825
trip00482,day1,1,hotel01884
trip00482,day1,2,attraction00048
trip00482,day1,3,attraction00510
trip00482,day1,4,attraction00521
trip00482,day1,5,restaurant01421
trip00482,day1,6,hotel01884
trip00483,day1,1,hotel01825
trip00483,day1,2,attraction00522
trip00483,day1,3,attraction00515
trip00483,day1,4,attraction00507
trip00483,day1,5,attraction00048
trip00483,day1,6,attraction00532
trip00483,day1,7,restaurant01498
trip00483,day1,8,hotel01825
trip00483,day2,1,hotel01825
trip00483,day2,2,restaurant01488
trip00483,day2,3,restaurant01471
trip00483,day2,4,restaurant01422
trip00483,day2,5,attraction00531
trip00483,day2,6,restaurant01454
trip00483,day2,7,hotel01825
trip00483,day3,1,hotel01825
trip00483,day3,2,attraction00545
trip00483,day3,3,attraction00537
trip00483,day3,4,restaurant01440
trip00483,day3,5,attraction00504
trip00483,day3,6,restaurant01482
trip00483,day3,7,hotel01825
trip00484,day1,1,hotel01874
trip00484,day1,2,restaurant01492
trip00484,day1,3,attraction00513
trip00484,day1,4,restaurant01455
trip00484,day1,5,restaurant01249
trip00484,day1,6,restaurant01447
trip00484,day1,7,hotel01874
trip00484,day2,1,hotel01874
