poi_id,name,name_norm,place_suffix,address,city,city_norm,latitude,longitude,phone,price,price_text,rating,type,category,url,website
attraction00498,Nhà Truyền Thống Làng Lệ Mật,nha truyen tng lang le mat,lake,"3W32+J33, Phố Lệ Mật, Long Biên, Hà Nội",Hà Nội,ha noi,21.0540055,105.9001628,,0,,5.0,Historical,Attraction,https://www.google.com/maps/place/Nh%C3%A0+Truy%E1%BB%81n+Th%E1%BB%91ng+L%C3%A0ng+L%E1%BB%87+M%E1%BA%ADt/data=!4m7!3m6!1s0x3135a9952e89cbb9:0xd348d651dbe815c8!8m2!3d21.0540055!4d105.9001628!16s%2Fg%2F11s3r0cr9g!19sChIJucuJLpWpNTERyBXo21HWSNM?authuser=0&hl=en&rclk=1,
attraction00499,Cây Bồ Đề-Cây Di Tích Lịch Sử Văn Hoá Việt Nam,cay bo de cay di tich lich su van a viet nam,lake,"XRJ3+3R2, Đ. Tân Triều, Tân Triều, Thanh Trì, Hà Nội",Hà Nội,ha noi,20.9801533,105.804527,,0,,5.0,Historical,Attraction,https://www.google.com/maps/place/C%C3%A2y+B%E1%BB%93+%C4%90%E1%BB%81-C%C3%A2y+Di+T%C3%ADch+L%E1%BB%8Bch+S%E1%BB%AD+V%C4%83n+Ho%C3%A1+Vi%E1%BB%87t+Nam/data=!4m7!3m6!1s0x3135ad6ff8d688eb:0x897a370a3421afd4!8m2!3d20.9801533!4d105.804527!16s%2Fg%2F11vbzfc82k!19sChIJ64jW-G-tNTER1K8hNAo3eok?authuser=0&hl=en&rclk=1,
attraction00500,An Bang Beach,an bang,beach,"W87R+C7R, Đ. Hai Bà Trưng, Hội An, Quảng Nam",Hội An,hoi an,15.9136072,108.3406489,,1974188,₫1974188,4.3,Natural,Attraction,https://www.google.com/maps/place/An+Bang+Beach/data=!4m7!3m6!1s0x31420df96d5396ab:0xed0d9e973a32b1ef!8m2!3d15.9136072!4d108.3406489!16s%2Fg%2F1pp2vlmtm!19sChIJq5ZTbfkNQjER77EyOpeeDe0?authuser=0&hl=en&rclk=1,
attraction00501,Thu Bồn River,thu bon river,,"Mr Johnny, Huỳnh Phúc Khánh/Cầu 18 Tháng 8, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8761378,108.320572,,789720,₫789720,4.7,Natural,Attraction,https://www.google.com/maps/place/Thu+B%E1%BB%93n+River/data=!4m7!3m6!1s0x31420f17d826f39d:0x8b6d0ed1859ccf8c!8m2!3d15.8761378!4d108.320572!16s%2Fg%2F11r4937cmh!19sChIJnfMm2BcPQjERjM-chdEObYs?authuser=0&hl=en&rclk=1,
attraction00502,Silk Village Hoi An - The Tourist,silk ge hoi an the tourist,hotel,"28 Nguyễn Tất Thành, Tân An, Hội An, Quảng Nam",Hội An,hoi an,15.8871571,108.3195603,0235 3921 144 ,263240,₫263240,4.3,Attraction,Attraction,https://www.google.com/maps/place/Silk+Village+Hoi+An+-+The+Tourist/data=!4m7!3m6!1s0x31420e6fedc51059:0xd3cb9c178ef079c7!8m2!3d15.8871571!4d108.3195603!16s%2Fg%2F11_v54ddg!19sChIJWRDF7W8OQjERx3nwjhecy9M?authuser=0&hl=en&rclk=1,http://www.hoiansilkvillage.com/
attraction00503,Precious Heritage Art Gallery Museum,precious heritage art gallery,museum,"26 Đường Phan Bội Châu, Cẩm Châu, Hội An, Quảng Nam 560000",Hội An,hoi an,15.8771322,108.3342679,0949 820 698 ,0,,4.9,Historical,Attraction,https://www.google.com/maps/place/Precious+Heritage+Art+Gallery+Museum/data=!4m7!3m6!1s0x31420dd5b5b29c61:0xf09543eb25ba142f!8m2!3d15.8771322!4d108.3342679!16s%2Fg%2F11g6_80x3r!19sChIJYZyytdUNQjERLxS6JetDlfA?authuser=0&hl=en&rclk=1,https://www.rehahnphotographer.com/precious-heritage-museum/
attraction00504,Cam Kim Island,cam kim,island,"Chậu Cây Cảnh Phân Đất Vi Sinh, thôn 1, Hội An, Quảng Nam",Hội An,hoi an,15.8623813,108.3234697,,743528,₫743528,4.6,Natural,Attraction,https://www.google.com/maps/place/Cam+Kim+Island/data=!4m7!3m6!1s0x31420fd831760f7b:0xc6914fe86d461bff!8m2!3d15.8623813!4d108.3234697!16s%2Fg%2F11nwb5cfwp!19sChIJew92MdgPQjER_xtGbehPkcY?authuser=0&hl=en&rclk=1,
attraction00505,Cam Nam Island,cam nam,island,"35-27 Nguyễn Tri Phương, Cẩm Nam, Hội An, Quảng Nam",Hội An,hoi an,15.8730756,108.3328651,,1816356,₫1816356,4.5,Natural,Attraction,https://www.google.com/maps/place/Cam+Nam+Island/data=!4m7!3m6!1s0x31420df13853d1cb:0x5f15dbcd030b7946!8m2!3d15.8730756!4d108.3328651!16s%2Fg%2F11nwb597v4!19sChIJy9FTOPENQjERRnkLA83bFV8?authuser=0&hl=en&rclk=1,https://ticket-stations.com/dao-ky-uc-hoi-an
attraction00506,Old House of Tan Ky,old use of tan ky,lake,"101 Nguyễn Thái Học, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8764821,108.3277659,0235 3861 474 ,1605764,₫1605764,4.2,Attraction,Attraction,https://www.google.com/maps/place/Old+House+of+Tan+Ky/data=!4m7!3m6!1s0x31420e7e612c6eb5:0x2a1a73e0741e1d9b!8m2!3d15.8764821!4d108.3277659!16s%2Fm%2F0k6dzbn!19sChIJtW4sYX4OQjERmx0edOBzGio?authuser=0&hl=en&rclk=1,http://www.hoianworldheritage.org.vn/en/news/Monument/Old-House-of-Tan-Ky-11.hwh
attraction00507,The Old House of Phung Hung,the old use of phung hung,lake,"4 Nguyễn Thị Minh Khai, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8771915,108.3258009,,1237228,₫1237228,3.7,Attraction,Attraction,https://www.google.com/maps/place/The+Old+House+of+Phung+Hung/data=!4m7!3m6!1s0x31420e7c34901635:0x912cff1c7268dc3e!8m2!3d15.8771915!4d108.3258009!16s%2Fm%2F0k6dzc2!19sChIJNRaQNHwOQjERPtxochz_LJE?authuser=0&hl=en&rclk=1,
attraction00508,Hoi An Village Experience,hoi an ge experience,hotel,"Cẩm Thanh, Hội An, Quảng Nam",Hội An,hoi an,15.8793771,108.3626103,0914 740 292 ,1843803,₫1843803,4.9,Attraction,Attraction,https://www.google.com/maps/place/Hoi+An+Village+Experience/data=!4m7!3m6!1s0x31420df52e49dc49:0xc9acaa00468dd9f!8m2!3d15.8793771!4d108.3626103!16s%2Fg%2F11thh7w8z4!19sChIJSdxJLvUNQjERn91oBKDKmgw?authuser=0&hl=en&rclk=1,http://www.hoianvillageexperience.com/
attraction00509,Quan Thang Ancient House,quan thang ancient use,lake,"77 Trần Phú, Phường Minh An, Hội An, Quảng Nam 560000",Hội An,hoi an,15.8771093,108.3292184,,560000,₫560000,4.3,Attraction,Attraction,https://www.google.com/maps/place/Quan+Thang+Ancient+House/data=!4m7!3m6!1s0x31420e7ef73c9e57:0xf5138fb1702dd577!8m2!3d15.8771093!4d108.3292184!16s%2Fg%2F11cjkq2fxs!19sChIJV548934OQjERd9UtcLGPE_U?authuser=0&hl=en&rclk=1,https://vietnamnet.vn/chiem-nguong-nha-go-lim-tinh-xao-cua-dai-gia-giau-co-bac-nhat-hoi-an-xua-2391568.html?fbclid=IwdGRleANBpDJleHRuA2FlbQIxMQABHuEiN92Y0GNg9t4PKqbZ3tm9LxydsV52nRX6OzwCj4chshcRq0XKuEmK7nrg_aem_m6cW01Lj4kAw2ZGW274SIg
attraction00510,Fujian Assembly Hall,fujian assembly hall,,"46 Trần Phú, Cẩm Châu, Hội An, Quảng Nam",Hội An,hoi an,15.8774847,108.3306281,,789720,₫789720,4.4,Attraction,Attraction,https://www.google.com/maps/place/Fujian+Assembly+Hall/data=!4m7!3m6!1s0x31420e7f12e29ded:0xeb30287015a0138b!8m2!3d15.8774847!4d108.3306281!16s%2Fg%2F11c1r681sf!19sChIJ7Z3iEn8OQjERixOgFXAoMOs?authuser=0&hl=en&rclk=1,
attraction00511,Ninh Lê,ninh le,,"V9GF+9PM, Cẩm Thanh, Hội An, Quảng Nam",Hội An,hoi an,15.8758416,108.3742432,0905 541 696 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Ninh+L%C3%AA/data=!4m7!3m6!1s0x31420d03c1029fcf:0xf366ff743f3ec11e!8m2!3d15.8758416!4d108.3742432!16s%2Fg%2F11t5y1xrk5!19sChIJz58CwQMNQjERHsE-P3T_ZvM?authuser=0&hl=en&rclk=1,
attraction00512,Hoi An sculpture promenade,i an sculpture promenade,lake,"V8GF+HMQ, An Hội, Hội An, Quảng Nam",Hội An,hoi an,15.876474,108.3242311,,0,,4.0,Attraction,Attraction,https://www.google.com/maps/place/Hoi+An+sculpture+promenade/data=!4m7!3m6!1s0x31420f383de08981:0x2ce20eb7f6d22585!8m2!3d15.876474!4d108.3242311!16s%2Fg%2F11g__5bfhd!19sChIJgYngPTgPQjERhSXS9rcO4iw?authuser=0&hl=en&rclk=1,
attraction00513,Làng mộc Kim Bồng,lang moc kim bong,,"V88F+4Q2, Cẩm Kim, Tp. Hội An, Quảng Nam",Hội An,hoi an,15.865156,108.32423,,0,,4.6,Attraction,Attraction,https://www.google.com/maps/place/L%C3%A0ng+m%E1%BB%99c+Kim+B%E1%BB%93ng/data=!4m7!3m6!1s0x31420f8ac65ddd09:0xdd301bcd3fa4019f!8m2!3d15.865156!4d108.32423!16s%2Fg%2F11v0v8fp64!19sChIJCd1dxooPQjERnwGkP80bMN0?authuser=0&hl=en&rclk=1,
attraction00514,Ancient House,ancient use,lake,"104 Thái Phiên, Phường Minh An, Hội An, Quảng Nam 550000",Hội An,hoi an,15.8819272,108.3264144,,0,,4.4,Attraction,Attraction,https://www.google.com/maps/place/Ancient+House/data=!4m7!3m6!1s0x31420e7bd9e354cf:0xba63079e649aab81!8m2!3d15.8819272!4d108.3264144!16s%2Fg%2F11b67qjf8y!19sChIJz1Tj2XsOQjERgauaZJ4HY7o?authuser=0&hl=en&rclk=1,
attraction00515,Lantern Making Class,lantern making class,,"100 Nguyễn Phúc Tần, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8749819,108.3229,0768 516 156 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Lantern+Making+Class/data=!4m7!3m6!1s0x31420f5a3b9b9a9d:0x6c55f4428ae6a541!8m2!3d15.8749819!4d108.3229!16s%2Fg%2F11srxvr_03!19sChIJnZqbO1oPQjERQaXmikL0VWw?authuser=0&hl=en&rclk=1,
attraction00516,Làng Dừa Xanh Coconut Basket Boat Tour,lang dua xanh coconut basket boat tour,,"thôn Vạn Lăng, Cẩm Thanh, Hội An, Quảng Nam 563800",Hội An,hoi an,15.8776011,108.3730249,0905 936 985 ,131620,₫131620,4.8,Attraction,Attraction,https://www.google.com/maps/place/L%C3%A0ng+D%E1%BB%ABa+Xanh+Coconut+Basket+Boat+Tour/data=!4m7!3m6!1s0x31420d30976462b5:0x7fa1fe0559942d2b!8m2!3d15.8776011!4d108.3730249!16s%2Fg%2F11flc6br9p!19sChIJtWJklzANQjERKy2UWQX-oX8?authuser=0&hl=en&rclk=1,http://basketboathoian.com/
attraction00517,"Thanh Ha Pottery Village, Hoi An",thanh ha pottery ge hoi an,hotel,"Phạm Phán, Thanh Hà, Hội An, Quảng Nam",Hội An,hoi an,15.8781302,108.3005058,,1202665,₫1202665,4.3,Attraction,Attraction,"https://www.google.com/maps/place/Thanh+Ha+Pottery+Village,+Hoi+An/data=!4m7!3m6!1s0x31420e587421d439:0x73a31b4ddd945e16!8m2!3d15.8781302!4d108.3005058!16s%2Fg%2F11g6cwm0lv!19sChIJOdQhdFgOQjERFl6U3U0bo3M?authuser=0&hl=en&rclk=1",http://hoiangov.vn/thanhha
attraction00518,Đảo Cá Heo - Hội An,dao ca heo i an,lake,"VCG6+XJJ, Hội An - Cù Lao Chàm, Tp. Hội An, Quảng Nam",Hội An,hoi an,15.8774615,108.4115008,0235 3818 333 ,0,,4.8,Attraction,Attraction,https://www.google.com/maps/place/%C4%90%E1%BA%A3o+C%C3%A1+Heo+-+H%E1%BB%99i+An/data=!4m7!3m6!1s0x31420d46df1f16f3:0xe9dc8e58240846b6!8m2!3d15.8774615!4d108.4115008!16s%2Fg%2F11h1dcrn0z!19sChIJ8xYf30YNQjERtkYIJFiO3Ok?authuser=0&hl=en&rclk=1,http://www.quangnam.gov.vn/
attraction00519,Museum of Trade Ceramics,of trade ceramics,museum,"80 Trần Phú, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8772894,108.3295509,,2802980,₫2802980,4.2,Historical,Attraction,https://www.google.com/maps/place/Museum+of+Trade+Ceramics/data=!4m7!3m6!1s0x31420e7efb9ee7eb:0xcb737d31aba2e61e!8m2!3d15.8772894!4d108.3295509!16s%2Fm%2F03m6075!19sChIJ6-ee-34OQjERHuaiqzF9c8s?authuser=0&hl=en&rclk=1,
attraction00520,Coconut Boat Hoi An,coconut boat i an,lake,"Cam thanh village, Hội An, Quảng Nam",Hội An,hoi an,15.8838923,108.3699329,0782 329 836 ,100000,₫100000,4.4,Attraction,Attraction,https://www.google.com/maps/place/Coconut+Boat+Hoi+An/data=!4m7!3m6!1s0x31420dd6b048b553:0xba20ec1e12fbdb52!8m2!3d15.8838923!4d108.3699329!16s%2Fg%2F11nwb5j9f5!19sChIJU7VIsNYNQjERUtv7Eh7sILo?authuser=0&hl=en&rclk=1,https://hoianlaundryfreedelivery.com/hoi-an-coconut-boat-tour/
attraction00521,coconut Basket Boat Tour With Tom,coconut basket boat tour with tom,,"V9Q5+4G5, Cẩm Sơn, Hội An, Quảng Nam",Hội An,hoi an,15.8798934,108.3285955,0778 503 777 ,100000,₫100000,5.0,Attraction,Attraction,https://www.google.com/maps/place/coconut+Basket+Boat+Tour+With+Tom/data=!4m7!3m6!1s0x31420d00072157b5:0x9ca9c8dc26084075!8m2!3d15.8798934!4d108.3285955!16s%2Fg%2F11m5s9fpc6!19sChIJtVchBwANQjERdUAIJtzIqZw?authuser=0&hl=en&rclk=1,https://hoianlaundryfreedelivery.com/hoi-an-coconut-boat-tour/
attraction00522,Diep Dong Nguyen House,diep dong nguyen use,lake,"58 Nguyễn Thái Học, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8765885,108.3285692,,0,,4.1,Attraction,Attraction,https://www.google.com/maps/place/Diep+Dong+Nguyen+House/data=!4m7!3m6!1s0x31420e7e590fdf5d:0xfc6c83a1a1f9441d!8m2!3d15.8765885!4d108.3285692!16s%2Fg%2F11b6mmb8rx!19sChIJXd8PWX4OQjERHUT5oaGDbPw?authuser=0&hl=en&rclk=1,
attraction00523,Làng gốm Thanh Hà - Thanh Ha Pottery Village,lang gom thanh ha thanh ha pottery ge,hotel,"V7GX+WQ6, làng gốm, khối Nam Diêu, Hội An, Quảng Nam",Hội An,hoi an,15.8772925,108.2993814,,0,,4.4,Attraction,Attraction,https://www.google.com/maps/place/L%C3%A0ng+g%E1%BB%91m+Thanh+H%C3%A0+-+Thanh+Ha+Pottery+Village/data=!4m7!3m6!1s0x31420f004e63987f:0x5e28b9a47b73f86e!8m2!3d15.8772925!4d108.2993814!16s%2Fg%2F11w9kl2m1_!19sChIJf5hjTgAPQjERbvhze6S5KF4?authuser=0&hl=en&rclk=1,
attraction00524,hangcoconut Basket Boat Ride,hangcoconut basket boat ride,bridge,"thôn vạn lăng, Tổ 3, Hội An, Quảng Nam",Hội An,hoi an,15.8777406,108.3727706,0706 233 340 ,90000,₫90000,5.0,Attraction,Attraction,https://www.google.com/maps/place/hangcoconut+Basket+Boat+Ride/data=!4m7!3m6!1s0x31420d71bf5a8b37:0x9f544c682d035ac9!8m2!3d15.8777406!4d108.3727706!16s%2Fg%2F11l2hh6dj3!19sChIJN4tav3ENQjERyVoDLWhMVJ8?authuser=0&hl=en&rclk=1,http://hangcoconut.com/
attraction00525,Chùa Chúc Thánh,chuc thanh,pagoda,"V8QG+CJF, Khu Vực 7, Hội An, Quảng Nam",Hội An,hoi an,15.8885569,108.3265506,,0,,4.6,Cultural,Attraction,https://www.google.com/maps/place/Ch%C3%B9a+Ch%C3%BAc+Th%C3%A1nh/data=!4m7!3m6!1s0x31420e71c0000001:0xb5473eca740cd713!8m2!3d15.8885569!4d108.3265506!16s%2Fg%2F1thq7btm!19sChIJAQAAwHEOQjERE9cMdMo-R7U?authuser=0&hl=en&rclk=1,
attraction00526,Chùa Pháp Bảo,phap bao,pagoda,"V8HG+CPQ, Đ. Phan Chu Trinh, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8785894,108.3268736,,0,,4.5,Cultural,Attraction,https://www.google.com/maps/place/Ch%C3%B9a+Ph%C3%A1p+B%E1%BA%A3o/data=!4m7!3m6!1s0x31420e7ea0b1433b:0xedb478983519f3d6!8m2!3d15.8785894!4d108.3268736!16s%2Fg%2F1tfqnfgn!19sChIJO0OxoH4OQjER1vMZNZh4tO0?authuser=0&hl=en&rclk=1,
attraction00527,Laughing Roo Travel,laughing roo travel,,"554 Cửa Đại, St, Hội An, Quảng Nam 510000",Hội An,hoi an,15.87996,108.3376219,,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Laughing+Roo+Travel/data=!4m7!3m6!1s0x31420d023e90f9b5:0xa99834979aca08a9!8m2!3d15.87996!4d108.3376219!16s%2Fg%2F11gwmdpyxz!19sChIJtfmQPgINQjERqQjKmpc0mKk?authuser=0&hl=en&rclk=1,http://laughingrootravel.com/
attraction00528,Cocochill Hoi An – Coconut Village & Basket Boat,cocochill hoi an coconut ge basket boat,hotel,"Tổ 7 - Thôn Vạn lăng, Cẩm Thanh, Hội An, Quảng Nam 51000",Hội An,hoi an,15.8817848,108.3699939,0905 958 630 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Cocochill+Hoi+An+%E2%80%93+Coconut+Village+%26+Basket+Boat/data=!4m7!3m6!1s0x31420d653c27a959:0x11d8d1249280efd5!8m2!3d15.8817848!4d108.3699939!16s%2Fg%2F11g0hzv_km!19sChIJWaknPGUNQjER1e-AkiTR2BE?authuser=0&hl=en&rclk=1,https://www.cocochillhoian.com/
attraction00529,Rehahn Gallery,rehahn gallery,,"7 Nguyễn Huệ, Sơn Phong, Hội An, Quảng Nam 563890",Hội An,hoi an,15.8779694,108.3313562,0949 820 698 ,1107977,₫1107977,4.9,Attraction,Attraction,https://www.google.com/maps/place/Rehahn+Gallery/data=!4m7!3m6!1s0x31420e7f41d2edc9:0x2e2d3b23596a3a54!8m2!3d15.8779694!4d108.3313562!16s%2Fg%2F11b6_cyw2s!19sChIJye3SQX8OQjERVDpqWSM7LS4?authuser=0&hl=en&rclk=1,https://www.rehahnphotographer.com/
attraction00530,Hacoconut Coconut Basket Boat,hacoconut coconut basket boat,,"Tổ 4/Thôn Vạn Lăng, Cẩm Thanh, Hội An, Quảng Nam 560000",Hội An,hoi an,15.8764198,108.3735708,0915 658 297 ,0,,4.9,Attraction,Attraction,https://www.google.com/maps/place/Hacoconut+Coconut+Basket+Boat/data=!4m7!3m6!1s0x31420de36ea14dbb:0xc412dca7ef236a15!8m2!3d15.8764198!4d108.3735708!16s%2Fg%2F11fjyvkdsx!19sChIJu02hbuMNQjERFWoj76fcEsQ?authuser=0&hl=en&rclk=1,https://www.hacoconut.com/
attraction00531,Rừng Dừa Sơn Đông,rung dua son dong,,"Tổ 9 Thôn Thanh Tam, Cẩm Thanh, Hội An, Quảng Nam 563800",Hội An,hoi an,15.8739327,108.3748477,0902 819 589 ,0,,4.5,Attraction,Attraction,https://www.google.com/maps/place/R%E1%BB%ABng+D%E1%BB%ABa+S%C6%A1n+%C4%90%C3%B4ng/data=!4m7!3m6!1s0x31420d4d393d24af:0x606305d59f5f5919!8m2!3d15.8739327!4d108.3748477!16s%2Fg%2F11vx4d9ttx!19sChIJryQ9OU0NQjERGVlfn9UFY2A?authuser=0&hl=en&rclk=1,https://hoiantravelook.vn/
attraction00532,Basket Boat Hoi An,basket boat i an,lake,"Cửa Đại, Cẩm Sơn, Hội An, Quảng Nam 560000",Hội An,hoi an,15.8838444,108.3697691,0899 205 352 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Basket+Boat+Hoi+An/data=!4m7!3m6!1s0x31420e7bdb42d68f:0x78e99a70f1ee14d4!8m2!3d15.8838444!4d108.3697691!16s%2Fg%2F11j00t1g4h!19sChIJj9ZC23sOQjER1BTu8XCa6Xg?authuser=0&hl=en&rclk=1,https://hoianlaundryfreedelivery.com/hoi-an-coconut-boat-tour/
attraction00533,Quan Cong Temple,quan cong,temple,"24 Trần Phú, Cẩm Châu, Hội An, Quảng Nam",Hội An,hoi an,15.8775421,108.3313724,0971 198 995 ,821923,₫821923,4.3,Cultural,Attraction,https://www.google.com/maps/place/Quan+Cong+Temple/data=!4m7!3m6!1s0x31420e7f6c511f01:0xf1fb397be3ac0e2a!8m2!3d15.8775421!4d108.3313724!16s%2Fg%2F11gjw0b9k1!19sChIJAR9RbH8OQjERKg6s43s5-_E?authuser=0&hl=en&rclk=1,
attraction00534,Biển Tân Thành,bien tan thanh,,"Nguyễn Phan Vinh, Cẩm An, Tp. Hội An, Quảng Nam",Hội An,hoi an,15.9078772,108.3489037,,0,,4.4,Natural,Attraction,https://www.google.com/maps/place/Bi%E1%BB%83n+T%C3%A2n+Th%C3%A0nh/data=!4m7!3m6!1s0x31420df19803a0c7:0x5623486d18cbd37b!8m2!3d15.9078772!4d108.3489037!16s%2Fg%2F11f32_8jfj!19sChIJx6ADmPENQjERe9PLGG1II1Y?authuser=0&hl=en&rclk=1,http://tanthanhbeach.com/
attraction00535,Sunny rừng dừa - bamboo basket boat,sunny rung dua bamboo basket boat,,"Kiệt 210/6 Trần Nhân Tông, phường hội an đông, Hội An, Đà Nẵng 51300",Đà Nẵng,da nang,15.8754198,108.3477821,0705 294 614 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Sunny+r%E1%BB%ABng+d%E1%BB%ABa+-+bamboo+basket+boat/data=!4m7!3m6!1s0x31420d47356e646f:0x5ca265553cec7a2e!8m2!3d15.8754198!4d108.3477821!16s%2Fg%2F11md0kpy6f!19sChIJb2RuNUcNQjERLnrsPFVlolw?authuser=0&hl=en&rclk=1,
attraction00536,Hoi An Traditional Art Performance House,i an traditional art performance use,lake,"66 Đ. Bạch Đằng, Old Town, Hội An, Quảng Nam",Hội An,hoi an,15.8760971,108.3297841,0235 3861 159 ,0,,4.5,Attraction,Attraction,https://www.google.com/maps/place/Hoi+An+Traditional+Art+Performance+House/data=!4m7!3m6!1s0x31420e7e55a5baa9:0xd9d555d9b927d774!8m2!3d15.8760971!4d108.3297841!16s%2Fg%2F11c5b12hz_!19sChIJqbqlVX4OQjERdNcnudlV1dk?authuser=0&hl=en&rclk=1,
attraction00537,Memories of Hoi An,memories of i an,lake,"94 Huyền Trân Công Chúa, Cẩm Châu, Hội An, Quảng Nam 51000",Hội An,hoi an,15.8749751,108.3411487,,540000,₫540000,4.6,Attraction,Attraction,https://www.google.com/maps/place/Memories+of+Hoi+An/data=!4m7!3m6!1s0x31420db8f92188b3:0xb28f14b7a1296953!8m2!3d15.8749751!4d108.3411487!16s%2Fg%2F1tjmb4jc!19sChIJs4gh-bgNQjERU2kpobcUj7I?authuser=0&hl=en&rclk=1,http://ticketdulich.com/hoian-memories
attraction00538,Hoi An Museum,i an museum,lake,"10b Trần Hưng Đạo, Phường Minh An, Hội An, Quảng Nam",Hội An,hoi an,15.8802686,108.3294629,0235 3862 367 ,2211216,₫2211216,4.2,Historical,Attraction,https://www.google.com/maps/place/Hoi+An+Museum/data=!4m7!3m6!1s0x31420fbb67c19af9:0xd8d0dcae34aa403d!8m2!3d15.8802686!4d108.3294629!16s%2Fg%2F11fk3l6932!19sChIJ-ZrBZ7sPQjERPUCqNK7c0Ng?authuser=0&hl=en&rclk=1,http://hoianmuseum.com/
attraction00539,Woodart Vietnam,woodart vietnam,,"Điện Phong, Điện Bàn, Quảng Nam 560000",Quảng Nam,quang nam,15.8498209,108.2365204,0911 300 815 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/Woodart+Vietnam/data=!4m7!3m6!1s0x31420f3c2e73e8ad:0xb46f7b432dffa989!8m2!3d15.8498209!4d108.2365204!16s%2Fg%2F11vrjmnj65!19sChIJrehzLjwPQjERian_LUN7b7Q?authuser=0&hl=en&rclk=1,https://woodartvietnam.com/blogs/news/hoi-an-3-hour-wood-carving-class-with-local-artist-in-a-hidden-pieceful-village
attraction00540,Củi Lũ Art Space - Coco Casa Art Gallery,cui lu art space coco casa art gallery,,"Đường Trường Sa, Thịnh Mỹ, Hội An, Quảng Nam 56000",Hội An,hoi an,15.9038695,108.3475684,0899 225 969 ,0,,4.9,Attraction,Attraction,https://www.google.com/maps/place/C%E1%BB%A7i+L%C5%A9+Art+Space+-+Coco+Casa+Art+Gallery/data=!4m7!3m6!1s0x31420ddc5eb74229:0xe3b7fa21d8be1f39!8m2!3d15.9038695!4d108.3475684!16s%2Fg%2F11wr3wbkcd!19sChIJKUK3XtwNQjEROR--2CH6t-M?authuser=0&hl=en&rclk=1,https://cuiluartspace.com/
attraction00541,Triem Tay Gardens,triem tay gars,temple,"Thôn Triêm Tây, Điện Bàn, Quảng Nam",Quảng Nam,quang nam,15.8721462,108.3054825,0935 618 391 ,0,,4.2,Attraction,Attraction,https://www.google.com/maps/place/Triem+Tay+Gardens/data=!4m7!3m6!1s0x31420ef4b5dcb475:0x5a13abaf824a31e!8m2!3d15.8721462!4d108.3054825!16s%2Fg%2F12hkr2014!19sChIJdbTctfQOQjERHqMk-Lo6oQU?authuser=0&hl=en&rclk=1,http://www.facebook.com/triemtaygardens
attraction00542,Núi Hòn Bằng,nui n bang,lake,"R6FF+4P2, Duy Sơn, Duy Xuyên, Quảng Nam",Quảng Nam,quang nam,15.8227528,108.2242581,,0,,4.1,Natural,Attraction,https://www.google.com/maps/place/N%C3%BAi+H%C3%B2n+B%E1%BA%B1ng/data=!4m7!3m6!1s0x314207bd18bac8b1:0xa8d1bb362c65840e!8m2!3d15.8227528!4d108.2242581!16s%2Fg%2F11gj73_r29!19sChIJsci6GL0HQjERDoRlLDa70ag?authuser=0&hl=en&rclk=1,
attraction00543,Cua Dai Beach,cua dai,beach,"V9X5+W4C, 81 Lạc Long Quân, Cẩm An, Hội An, Quảng Nam",Hội An,hoi an,15.9018073,108.3600396,,384594,₫384594,4.1,Natural,Attraction,https://www.google.com/maps/place/Cua+Dai+Beach/data=!4m7!3m6!1s0x31420d93ae161d09:0xdc008df0a8f90b4e!8m2!3d15.9018073!4d108.3600396!16s%2Fg%2F11gb3t8tsy!19sChIJCR0WrpMNQjERTgv5qPCNANw?authuser=0&hl=en&rclk=1,
attraction00544,CSO Gallery Hoi An,cso gallery i an,lake,"229 Cửa Đại, Hội An Đông, Hội An, Đà Nẵng",Đà Nẵng,da nang,15.8855605,108.3505433,0562 226 688 ,0,,5.0,Attraction,Attraction,https://www.google.com/maps/place/CSO+Gallery+Hoi+An/data=!4m7!3m6!1s0x31420d0859a722c3:0x87e1dc3e0b6f8d5a!8m2!3d15.8855605!4d108.3505433!16s%2Fg%2F11sczqs9fx!19sChIJwyKnWQgNQjERWo1vCz7c4Yc?authuser=0&hl=en&rclk=1,https://www.facebook.com/csogallery
