address,latitude,longitude,name,phone,price,price_text,rating,type,url,website,category
"469 Đội Cấn, Vĩnh Phú, Ba Đình, Hà Nội ",21.0377714,105.8073614,Dốc tập lái,,0.0,,5.0,Historical,https://www.google.com/maps/place/D%E1%BB%91c+t%E1%BA%ADp+l%C3%A1i/data=!4m7!3m6!1s0x3135abbd11f895d3:0xfb93b94b8a78c2a6!8m2!3d21.0377714!4d105.8073614!16s%2Fg%2F11mw6lsdwt!19sChIJ05X4Eb2rNTERpsJ4iku5k_s?authuser=0&hl=en&rclk=1,,Attraction
"1 Ng. 4C P. Đặng Văn Ngữ, Trung Tự, Đống Đa, Hà Nội 100000 ",21.0108959,105.831847,A401 Trường THPT Kim Liên,,0.0,,5.0,Historical,https://www.google.com/maps/place/A401+Tr%C6%B0%E1%BB%9Dng+THPT+Kim+Li%C3%AAn/data=!4m7!3m6!1s0x3135ab006478e171:0xf5667e40d8ecf363!8m2!3d21.0108959!4d105.831847!16s%2Fg%2F11xflwjctg!19sChIJceF4ZACrNTERY_Ps2EB-ZvU?authuser=0&hl=en&rclk=1,https://www.instagram.com/mesmerizing.a12?igsh=YnB0Z2ZvejVyZWl4,Attraction
"XRX3+XP, Thanh Xuân Trung, Thanh Xuân, Hà Nội 100000 ",20.9999375,105.8043125,Co Loa Citadel,024 3961 1354 ,30000.0,₫30000,4.6,Historical,https://www.google.com/maps/place/Co+Loa+Citadel/data=!4m7!3m6!1s0x313500b2ffacb0a3:0x952a436b3aab36de!8m2!3d20.9999375!4d105.8043125!16s%2Fm%2F026wy2x!19sChIJo7Cs_7IANTER3jarOmtDKpU?authuser=0&hl=en&rclk=1,https://thanhcoloa.vn/,Attraction
"3RR6+9VH, Phú Thượng, Tây Hồ, Hà Nội ",21.0909414,105.8122246,Bến nước đình làng Phú Xá,,0.0,,5.0,Historical,https://www.google.com/maps/place/B%E1%BA%BFn+n%C6%B0%E1%BB%9Bc+%C4%91%C3%ACnh+l%C3%A0ng+Ph%C3%BA+X%C3%A1/data=!4m7!3m6!1s0x3135ab0049828a09:0x73a9ae70e4f3e79c!8m2!3d21.0909414!4d105.8122246!16s%2Fg%2F11xrdvl1dj!19sChIJCYqCSQCrNTERnOfz5HCuqXM?authuser=0&hl=en&rclk=1,,Attraction
"2RX6+369, Ng. 444 Đ. Thụy Khuê, Bưởi, Tây Hồ, Hà Nội ",21.0476589,105.8106069,Cổng làng Đông Xã,,0.0,,,Historical,https://www.google.com/maps/place/C%E1%BB%95ng+l%C3%A0ng+%C4%90%C3%B4ng+X%C3%A3/data=!4m7!3m6!1s0x3135ab005e373d9b:0x218166cfd42fc206!8m2!3d21.0476589!4d105.8106069!16s%2Fg%2F11mf4_n91v!19sChIJmz03XgCrNTERBsIv1M9mgSE?authuser=0&hl=en&rclk=1,,Attraction
"2 An Dương Vương, Phú Xá, Tây Hồ, Hà Nội ",21.090547,105.8119339,Bến đò Phú Xá,,0.0,,4.7,Historical,https://www.google.com/maps/place/B%E1%BA%BFn+%C4%91%C3%B2+Ph%C3%BA+X%C3%A1/data=!4m7!3m6!1s0x3135abda341c8fc3:0xa377af61aeb65d41!8m2!3d21.090547!4d105.8119339!16s%2Fg%2F11vhgkshmt!19sChIJw48cNNqrNTERQV22rmGvd6M?authuser=0&hl=en&rclk=1,,Attraction
"123 P. Lê Văn Hiến, Đông Ngạc, Bắc Từ Liêm, Hà Nội ",21.0749566,105.7728558,Hồ Đôla,0706 361 993 ,0.0,,5.0,Historical,https://www.google.com/maps/place/H%E1%BB%93+%C4%90%C3%B4la/data=!4m7!3m6!1s0x313455001e95cf41:0x47fb6ad0ca695507!8m2!3d21.0749566!4d105.7728558!16s%2Fg%2F11wxsfp5l0!19sChIJQc-VHgBVNDERB1VpytBq-0c?authuser=0&hl=en&rclk=1,,Attraction
"3V47+GW2, Ngọc Thụy, Long Biên, Hà Nội ",21.0562636,105.8647788,Bia tưởng niệm liệt sĩ,,0.0,,4.3,Historical,https://www.google.com/maps/place/Bia+t%C6%B0%E1%BB%9Fng+ni%E1%BB%87m+li%E1%BB%87t+s%C4%A9/data=!4m7!3m6!1s0x3135aa2d8efdbd1b:0xc99ccb7f701252de!8m2!3d21.0562636!4d105.8647788!16s%2Fg%2F11cs2b_zc1!19sChIJG739ji2qNTER3lIScH_LnMk?authuser=0&hl=en&rclk=1,,Attraction
"14/256/16 Đ. Bạch Đằng, Tổ 57+Tổ, Hoàn Kiếm, Hà Nội ",21.0269308,105.8607843,Đền Sơn Hải,,0.0,,,Cultural,https://www.google.com/maps/place/%C4%90%E1%BB%81n+S%C6%A1n+H%E1%BA%A3i/data=!4m7!3m6!1s0x3135ab42438d85a3:0xe1dae2d199572165!8m2!3d21.0269308!4d105.8607843!16s%2Fg%2F11kq4qc7wz!19sChIJo4WNQ0KrNTERZSFXmdHi2uE?authuser=0&hl=en&rclk=1,,Attraction
"58 Quốc Tử Giám, Văn Miếu – Quốc Tử Giám, Đống Đa, Hà Nội ",21.0281175,105.8356692,Temple Of Literature,024 3845 2917 ,70000.0,₫70000,4.6,Cultural,https://www.google.com/maps/place/Temple+Of+Literature/data=!4m7!3m6!1s0x3135ab9926e7bd67:0x580e078874d5df1e!8m2!3d21.0281175!4d105.8356692!16zL20vMGI5aGp6!19sChIJZ73nJpmrNTERHt_VdIgHDlg?authuser=0&hl=en&rclk=1,http://vanmieu.gov.vn/,Attraction
"2RX5+8CR, Ng. 530 Đ. Thụy Khuê, Bưởi, Tây Hồ, Hà Nội ",21.0483527,105.808526,Cổng Hầu làng An Thọ,,0.0,,,Historical,https://www.google.com/maps/place/C%E1%BB%95ng+H%E1%BA%A7u+l%C3%A0ng+An+Th%E1%BB%8D/data=!4m7!3m6!1s0x3135ab007bab59bd:0xf08d2bd00d8891ce!8m2!3d21.0483527!4d105.808526!16s%2Fg%2F11zj3_2kmt!19sChIJvVmrewCrNTERzpGIDdArjfA?authuser=0&hl=en&rclk=1,,Attraction
"Đinh Tiên Hoàng, Hàng Trống, Hoàn Kiếm, Hà Nội ",21.0306883,105.8523861,Ngoc Son Temple,024 3942 2377 ,665280.0,₫665280,4.4,Cultural,https://www.google.com/maps/place/Ngoc+Son+Temple/data=!4m7!3m6!1s0x3135abc000809ea7:0xbb2716ec0282371d!8m2!3d21.0306883!4d105.8523861!16s%2Fm%2F0gtxhmt!19sChIJp56AAMCrNTERHTeCAuwWJ7s?authuser=0&hl=en&rclk=1,,Attraction
"2R5P+9G6, P. Hoàng Tích Trí, Kim Liên, Đống Đa, Hà Nội ",21.0084002,105.8362682,Khu di tích tưởng niệm Chủ tịch Hồ Chí Minh,,0.0,,,Historical,https://www.google.com/maps/place/Khu+di+t%C3%ADch+t%C6%B0%E1%BB%9Fng+ni%E1%BB%87m+Ch%E1%BB%A7+t%E1%BB%8Bch+H%E1%BB%93+Ch%C3%AD+Minh/data=!4m7!3m6!1s0x3135ad004f8bd42d:0xe3624579fcdbd58f!8m2!3d21.0084002!4d105.8362682!16s%2Fg%2F11xm6xjg2h!19sChIJLdSLTwCtNTERj9Xb_HlFYuM?authuser=0&hl=en&rclk=1,,Attraction
"XRV3+J6X, Thanh Xuân Trung, Thanh Xuân, Hà Nội ",20.9939002,105.8031926,Gò Thất Tinh,,0.0,,5.0,Historical,https://www.google.com/maps/place/G%C3%B2+Th%E1%BA%A5t+Tinh/data=!4m7!3m6!1s0x3135ad5afb738d1f:0xc7abd4ae2ffe96b3!8m2!3d20.9939002!4d105.8031926!16s%2Fg%2F11sp94vgby!19sChIJH41z-1qtNTERs5b-L67Uq8c?authuser=0&hl=en&rclk=1,,Attraction
"3RVC+27, Phú Thượng, Tây Hồ, Hà Nội ",21.0926037,105.8207158,"Cầu Nhật Tân , Hà Nội , Việt Nam",,0.0,,4.8,Historical,"https://www.google.com/maps/place/C%E1%BA%A7u+Nh%E1%BA%ADt+T%C3%A2n+,+H%C3%A0+N%E1%BB%99i+,+Vi%E1%BB%87t+Nam/data=!4m7!3m6!1s0x3135ab00094f6825:0x1c7a84ff1e9e2f83!8m2!3d21.0926037!4d105.8207158!16s%2Fg%2F11xs3yn6fq!19sChIJJWhPCQCrNTERgy-eHv-Eehw?authuser=0&hl=en&rclk=1",,Attraction
"276 P. Đặng Tiến Đông, Chợ Dừa, Đống Đa, Hà Nội ",21.0118837,105.8248407,Bia đá Gò Đống Đa,,0.0,,5.0,Historical,https://www.google.com/maps/place/Bia+%C4%91%C3%A1+G%C3%B2+%C4%90%E1%BB%91ng+%C4%90a/data=!4m7!3m6!1s0x3135ab007e256281:0xbf0972846506fe76!8m2!3d21.0118837!4d105.8248407!16s%2Fg%2F11vqrlgj21!19sChIJgWIlfgCrNTERdv4GZYRyCb8?authuser=0&hl=en&rclk=1,,Attraction
"2VCR+WW5, Giéng, Làng Trạm, Long Biên, Hà Nội ",21.0222564,105.892367,Giếng làng Trạm,,0.0,,5.0,Historical,https://www.google.com/maps/place/Gi%E1%BA%BFng+l%C3%A0ng+Tr%E1%BA%A1m/data=!4m7!3m6!1s0x3135a900486a7e1f:0xe9dd0027cc8d49db!8m2!3d21.0222564!4d105.892367!16s%2Fg%2F11y8cb6ys_!19sChIJH35qSACpNTER20mNzCcA3ek?authuser=0&hl=en&rclk=1,,Attraction
"XQ69+6P5, P. Văn Phú, Khu đô thị Văn Phú, Hà Đông, Hà Nội ",20.9605063,105.7693502,Cổng làng Văn Phú,,0.0,,4.7,Historical,https://www.google.com/maps/place/C%E1%BB%95ng+l%C3%A0ng+V%C4%83n+Ph%C3%BA/data=!4m7!3m6!1s0x31345344a58f32a7:0x25786a39876cf5f4!8m2!3d20.9605063!4d105.7693502!16s%2Fg%2F11y1j82v75!19sChIJpzKPpURTNDER9PVshzlqeCU?authuser=0&hl=en&rclk=1,,Attraction
"2RX5+8J3, Ng. 514 Đ. Thụy Khuê, Bưởi, Tây Hồ, Hà Nội ",21.0482602,105.8090588,Cổng Xanh làng An Thọ,,0.0,,,Historical,https://www.google.com/maps/place/C%E1%BB%95ng+Xanh+l%C3%A0ng+An+Th%E1%BB%8D/data=!4m7!3m6!1s0x3135ab002a63c037:0xf3b7ed7b453eeb37!8m2!3d21.0482602!4d105.8090588!16s%2Fg%2F11y058hpvk!19sChIJN8BjKgCrNTERN-s-RXvtt_M?authuser=0&hl=en&rclk=1,,Attraction
"12, Cổ Loa, Đông Anh, Hà Nội ",21.1108061,105.8770768,Di tích Loa Khẩu - Loa Khau Relic,,0.0,,5.0,Historical,https://www.google.com/maps/place/Di+t%C3%ADch+Loa+Kh%E1%BA%A9u+-+Loa+Khau+Relic/data=!4m7!3m6!1s0x3135070052cb7411:0x547c221e354b20b8!8m2!3d21.1108061!4d105.8770768!16s%2Fg%2F11m6n8cmzz!19sChIJEXTLUgAHNTERuCBLNR4ifFQ?authuser=0&hl=en&rclk=1,,Attraction
"1/Đ. Bưởi/11 32, Tổ 1, Ba Đình, Hà Nội ",21.0306221,105.8040222,Đền Mẫu,,0.0,,,Cultural,https://www.google.com/maps/place/%C4%90%E1%BB%81n+M%E1%BA%ABu/data=!4m7!3m6!1s0x3135ab006394bbfd:0xbf7f14de133193c4!8m2!3d21.0306221!4d105.8040222!16s%2Fg%2F11ybwkn_g6!19sChIJ_buUYwCrNTERxJMxE94Uf78?authuser=0&hl=en&rclk=1,,Attraction
"3Q9P+389, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội ",21.0676711,105.7858545,Biểu tượng Chim Lạc,,0.0,,4.2,Historical,https://www.google.com/maps/place/Bi%E1%BB%83u+t%C6%B0%E1%BB%A3ng+Chim+L%E1%BA%A1c/data=!4m7!3m6!1s0x3135abd13789f3cb:0x9b21e7382d68314c!8m2!3d21.0676711!4d105.7858545!16s%2Fg%2F11fjnbbxk5!19sChIJy_OJN9GrNTERTDFoLTjnIZs?authuser=0&hl=en&rclk=1,,Attraction
"Tiên Hội, Đông Hội, Đông Anh, Hà Nội ",21.1029588,105.8655306,Uncle Ho's Banyan,,0.0,,4.5,Historical,https://www.google.com/maps/place/Uncle+Ho%27s+Banyan/data=!4m7!3m6!1s0x313500edff16f8d7:0x8870ae483c09feb9!8m2!3d21.1029588!4d105.8655306!16s%2Fg%2F11c55w8yrt!19sChIJ1_gW_-0ANTERuf4JPEiucIg?authuser=0&hl=en&rclk=1,,Attraction
"Ngã tư, Ng. Gốc Đề, Hoàng Văn Thụ, Hoàng Mai, Hà Nội ",20.9928181,105.8542699,Cây Bồ Đề - ngõ Gốc Đề,,0.0,,5.0,Historical,https://www.google.com/maps/place/C%C3%A2y+B%E1%BB%93+%C4%90%E1%BB%81+-+ng%C3%B5+G%E1%BB%91c+%C4%90%E1%BB%81/data=!4m7!3m6!1s0x3135ad0040b06d59:0xd1eaa1d99370331f!8m2!3d20.9928181!4d105.8542699!16s%2Fg%2F11vzlr6khb!19sChIJWW2wQACtNTERHzNwk9mh6tE?authuser=0&hl=en&rclk=1,,Attraction
"22 Ngõ 157 Đức Giang, Thượng Thanh, Long Biên, Hà Nội ",21.067861,105.881,Bảo tàng kỹ thuật,,0.0,,4.5,Historical,https://www.google.com/maps/place/B%E1%BA%A3o+t%C3%A0ng+k%E1%BB%B9+thu%E1%BA%ADt/data=!4m7!3m6!1s0x3135a90027f1934d:0x9233b5d4d318b3a4!8m2!3d21.067861!4d105.881!16s%2Fg%2F11lv0nj00y!19sChIJTZPxJwCpNTERpLMY09S1M5I?authuser=0&hl=en&rclk=1,,Attraction
"360 Ngõ 405, Tổ 38, Long Biên, Hà Nội ",21.058655,105.8615511,Cung Cấm,,0.0,,,Historical,https://www.google.com/maps/place/Cung+C%E1%BA%A5m+.+%C4%90%E1%BB%81n+R%E1%BB%ABng/data=!4m7!3m6!1s0x3135ab005eb9ada1:0xe517891c3898e175!8m2!3d21.058655!4d105.8615511!16s%2Fg%2F11x_zgjvq4!19sChIJoa25XgCrNTERdeGYOByJF-U?authuser=0&hl=en&rclk=1,,Attraction
"P. Thọ Tháp, Dịch Vọng, Cầu Giấy, Hà Nội 10000 ",21.0307992,105.7918772,Hải Lê Complex,,0.0,,,Historical,https://www.google.com/maps/place/H%E1%BA%A3i+L%C3%AA+Complex/data=!4m7!3m6!1s0x3135abdacc397341:0xed75f897be62e2ef!8m2!3d21.0307992!4d105.7918772!16s%2Fg%2F11x5qpqpmr!19sChIJQXM5zNqrNTER7-Jivpf4de0?authuser=0&hl=en&rclk=1,,Attraction
"Dịch Vọng, Cầu Giấy, Hanoi ",21.0347067,105.7923394,Di sản xanh,0867 500 460 ,0.0,,,Historical,https://www.google.com/maps/place/Di+s%E1%BA%A3n+xanh/data=!4m7!3m6!1s0x3135ab3da6142b8d:0xf1b7f4fa775140d2!8m2!3d21.0347067!4d105.7923394!16s%2Fg%2F11ydhmc8wn!19sChIJjSsUpj2rNTER0kBRd_r0t_E?authuser=0&hl=en&rclk=1,,Attraction
"3Q8Q+C3Q, Xuân Đỉnh, Bắc Từ Liêm, Hà Nội ",21.0660777,105.7877408,Tượng đài Juan Bosch Gaviño,,0.0,,4.6,Historical,https://www.google.com/maps/place/T%C6%B0%E1%BB%A3ng+%C4%91%C3%A0i+Juan+Bosch+Gavi%C3%B1o/data=!4m7!3m6!1s0x3135ab9c60d6334f:0x386c858a4355f746!8m2!3d21.0660777!4d105.7877408!16s%2Fg%2F11gy4q48fq!19sChIJTzPWYJyrNTERRvdVQ4qFbDg?authuser=0&hl=en&rclk=1,,Attraction
"10 Ng. 58 P. Việt Hưng, Việt Hưng, Long Biên, Hà Nội ",21.053209,105.900242,CỔNG ĐÌNH LÀNG LỆ MẬT,,0.0,,2.3,Historical,https://www.google.com/maps/place/C%E1%BB%94NG+%C4%90%C3%8CNH+L%C3%80NG+L%E1%BB%86+M%E1%BA%ACT/data=!4m7!3m6!1s0x3135a90043b5f9a5:0xb0595cf53f97a015!8m2!3d21.053209!4d105.900242!16s%2Fg%2F11vpgw65fr!19sChIJpfm1QwCpNTERFaCXP_VcWbA?authuser=0&hl=en&rclk=1,,Attraction
"Số 6 Ngõ, 319 Đường An Dương Vương, Phú Thượng, Tây Hồ, Hà Nội ",21.0892733,105.8032658,Nhà Lưu Niệm Bác Hồ,024 3838 6307 ,0.0,,4.5,Historical,https://www.google.com/maps/place/Nh%C3%A0+L%C6%B0u+Ni%E1%BB%87m+B%C3%A1c+H%E1%BB%93/data=!4m7!3m6!1s0x3135ab3cae1a5095:0x98b4212252becf96!8m2!3d21.0892733!4d105.8032658!16s%2Fg%2F11g4cqnczb!19sChIJlVAarjyrNTERls--UiIhtJg?authuser=0&hl=en&rclk=1,,Attraction
"3W32+J33, Phố Lệ Mật, Long Biên, Hà Nội ",21.0540055,105.9001628,Nhà Truyền Thống Làng Lệ Mật,,0.0,,5.0,Historical,https://www.google.com/maps/place/Nh%C3%A0+Truy%E1%BB%81n+Th%E1%BB%91ng+L%C3%A0ng+L%E1%BB%87+M%E1%BA%ADt/data=!4m7!3m6!1s0x3135a9952e89cbb9:0xd348d651dbe815c8!8m2!3d21.0540055!4d105.9001628!16s%2Fg%2F11s3r0cr9g!19sChIJucuJLpWpNTERyBXo21HWSNM?authuser=0&hl=en&rclk=1,,Attraction
"XRJ3+3R2, Đ. Tân Triều, Tân Triều, Thanh Trì, Hà Nội ",20.9801533,105.804527,Cây Bồ Đề-Cây Di Tích Lịch Sử Văn Hoá Việt Nam,,0.0,,5.0,Historical,https://www.google.com/maps/place/C%C3%A2y+B%E1%BB%93+%C4%90%E1%BB%81-C%C3%A2y+Di+T%C3%ADch+L%E1%BB%8Bch+S%E1%BB%AD+V%C4%83n+Ho%C3%A1+Vi%E1%BB%87t+Nam/data=!4m7!3m6!1s0x3135ad6ff8d688eb:0x897a370a3421afd4!8m2!3d20.9801533!4d105.804527!16s%2Fg%2F11vbzfc82k!19sChIJ64jW-G-tNTER1K8hNAo3eok?authuser=0&hl=en&rclk=1,,Attraction
"81 Huyền Trân Công Chúa, Hoà Hải, Ngũ Hành Sơn, Đà Nẵng 550000 ",16.0037104,108.2631605,The Marble Mountains,0236 3961 114 ,40000.0,₫40000,4.3,Natural,https://www.google.com/maps/place/The+Marble+Mountains/data=!4m7!3m6!1s0x31420dd4e14b2edb:0xbc6e1faf738be4c5!8m2!3d16.0037104!4d108.2631605!16s%2Fm%2F02623q9!19sChIJ2y5L4dQNQjERxeSLc68fbrw?authuser=0&hl=en&rclk=1,https://nguhanhson.org/,Attraction
"W87R+C7R, Đ. Hai Bà Trưng, Hội An, Quảng Nam ",15.9136072,108.3406489,An Bang Beach,,1974188.0,₫1974188,4.3,Natural,https://www.google.com/maps/place/An+Bang+Beach/data=!4m7!3m6!1s0x31420df96d5396ab:0xed0d9e973a32b1ef!8m2!3d15.9136072!4d108.3406489!16s%2Fg%2F1pp2vlmtm!19sChIJq5ZTbfkNQjER77EyOpeeDe0?authuser=0&hl=en&rclk=1,,Attraction
"Mr Johnny, Huỳnh Phúc Khánh/Cầu 18 Tháng 8, Phường Minh An, Hội An, Quảng Nam ",15.8761378,108.320572,Thu Bồn River,,789720.0,₫789720,4.7,Natural,https://www.google.com/maps/place/Thu+B%E1%BB%93n+River/data=!4m7!3m6!1s0x31420f17d826f39d:0x8b6d0ed1859ccf8c!8m2!3d15.8761378!4d108.320572!16s%2Fg%2F11r4937cmh!19sChIJnfMm2BcPQjERjM-chdEObYs?authuser=0&hl=en&rclk=1,,Attraction
"28 Nguyễn Tất Thành, Tân An, Hội An, Quảng Nam ",15.8871571,108.3195603,Silk Village Hoi An - The Tourist,0235 3921 144 ,263240.0,₫263240,4.3,Attraction,https://www.google.com/maps/place/Silk+Village+Hoi+An+-+The+Tourist/data=!4m7!3m6!1s0x31420e6fedc51059:0xd3cb9c178ef079c7!8m2!3d15.8871571!4d108.3195603!16s%2Fg%2F11_v54ddg!19sChIJWRDF7W8OQjERx3nwjhecy9M?authuser=0&hl=en&rclk=1,http://www.hoiansilkvillage.com/,Attraction
"26 Đường Phan Bội Châu, Cẩm Châu, Hội An, Quảng Nam 560000 ",15.8771322,108.3342679,Precious Heritage Art Gallery Museum,0949 820 698 ,0.0,,4.9,Historical,https://www.google.com/maps/place/Precious+Heritage+Art+Gallery+Museum/data=!4m7!3m6!1s0x31420dd5b5b29c61:0xf09543eb25ba142f!8m2!3d15.8771322!4d108.3342679!16s%2Fg%2F11g6_80x3r!19sChIJYZyytdUNQjERLxS6JetDlfA?authuser=0&hl=en&rclk=1,https://www.rehahnphotographer.com/precious-heritage-museum/,Attraction
"Chậu Cây Cảnh Phân Đất Vi Sinh, thôn 1, Hội An, Quảng Nam ",15.8623813,108.3234697,Cam Kim Island,,743528.0,₫743528,4.6,Natural,https://www.google.com/maps/place/Cam+Kim+Island/data=!4m7!3m6!1s0x31420fd831760f7b:0xc6914fe86d461bff!8m2!3d15.8623813!4d108.3234697!16s%2Fg%2F11nwb5cfwp!19sChIJew92MdgPQjER_xtGbehPkcY?authuser=0&hl=en&rclk=1,,Attraction
"35-27 Nguyễn Tri Phương, Cẩm Nam, Hội An, Quảng Nam ",15.8730756,108.3328651,Cam Nam Island,,1816356.0,₫1816356,4.5,Natural,https://www.google.com/maps/place/Cam+Nam+Island/data=!4m7!3m6!1s0x31420df13853d1cb:0x5f15dbcd030b7946!8m2!3d15.8730756!4d108.3328651!16s%2Fg%2F11nwb597v4!19sChIJy9FTOPENQjERRnkLA83bFV8?authuser=0&hl=en&rclk=1,https://ticket-stations.com/dao-ky-uc-hoi-an,Attraction
"Khối Nam Diêu Duy Tân, Thanh Hà, Hội An, Quảng Nam ",15.8778859,108.3001023,Thanh Hà Terracotta Park,0235 3963 888 ,50000.0,₫50000,4.1,Natural,https://www.google.com/maps/place/Thanh+H%C3%A0+Terracotta+Park/data=!4m7!3m6!1s0x31420e5f32af2c31:0xa80391de731b1be8!8m2!3d15.8778859!4d108.3001023!16s%2Fg%2F11c3k541fv!19sChIJMSyvMl8OQjER6Bsbc96RA6g?authuser=0&hl=en&rclk=1,http://thanhhaterracotta.com/,Attraction
"101 Nguyễn Thái Học, Phường Minh An, Hội An, Quảng Nam ",15.8764821,108.3277659,Old House of Tan Ky,0235 3861 474 ,1605764.0,₫1605764,4.2,Attraction,https://www.google.com/maps/place/Old+House+of+Tan+Ky/data=!4m7!3m6!1s0x31420e7e612c6eb5:0x2a1a73e0741e1d9b!8m2!3d15.8764821!4d108.3277659!16s%2Fm%2F0k6dzbn!19sChIJtW4sYX4OQjERmx0edOBzGio?authuser=0&hl=en&rclk=1,http://www.hoianworldheritage.org.vn/en/news/Monument/Old-House-of-Tan-Ky-11.hwh,Attraction
"4 Nguyễn Thị Minh Khai, Phường Minh An, Hội An, Quảng Nam ",15.8771915,108.3258009,The Old House of Phung Hung,,1237228.0,₫1237228,3.7,Attraction,https://www.google.com/maps/place/The+Old+House+of+Phung+Hung/data=!4m7!3m6!1s0x31420e7c34901635:0x912cff1c7268dc3e!8m2!3d15.8771915!4d108.3258009!16s%2Fm%2F0k6dzc2!19sChIJNRaQNHwOQjERPtxochz_LJE?authuser=0&hl=en&rclk=1,,Attraction
"Cẩm Thanh, Hội An, Quảng Nam ",15.8793771,108.3626103,Hoi An Village Experience,0914 740 292 ,1843803.0,₫1843803,4.9,Attraction,https://www.google.com/maps/place/Hoi+An+Village+Experience/data=!4m7!3m6!1s0x31420df52e49dc49:0xc9acaa00468dd9f!8m2!3d15.8793771!4d108.3626103!16s%2Fg%2F11thh7w8z4!19sChIJSdxJLvUNQjERn91oBKDKmgw?authuser=0&hl=en&rclk=1,http://www.hoianvillageexperience.com/,Attraction
"33 Nguyễn Thái Học, Phường Minh An, Hội An, Quảng Nam ",15.8765833,108.3298399,Museum of Folk Culture,0235 3910 948 ,1700000.0,₫1700000,4.3,Historical,https://www.google.com/maps/place/Museum+of+Folk+Culture/data=!4m7!3m6!1s0x31420e7e551ddfc3:0x6b5df4f6f6573f7a!8m2!3d15.8765833!4d108.3298399!16s%2Fg%2F11btrs3tsv!19sChIJw98dVX4OQjERej9X9vb0XWs?authuser=0&hl=en&rclk=1,,Attraction
"77 Trần Phú, Phường Minh An, Hội An, Quảng Nam 560000 ",15.8771093,108.3292184,Quan Thang Ancient House,,560000.0,₫560000,4.3,Attraction,https://www.google.com/maps/place/Quan+Thang+Ancient+House/data=!4m7!3m6!1s0x31420e7ef73c9e57:0xf5138fb1702dd577!8m2!3d15.8771093!4d108.3292184!16s%2Fg%2F11cjkq2fxs!19sChIJV548934OQjERd9UtcLGPE_U?authuser=0&hl=en&rclk=1,https://vietnamnet.vn/chiem-nguong-nha-go-lim-tinh-xao-cua-dai-gia-giau-co-bac-nhat-hoi-an-xua-2391568.html?fbclid=IwdGRleANBpDJleHRuA2FlbQIxMQABHuEiN92Y0GNg9t4PKqbZ3tm9LxydsV52nRX6OzwCj4chshcRq0XKuEmK7nrg_aem_m6cW01Lj4kAw2ZGW274SIg,Attraction
"46 Trần Phú, Cẩm Châu, Hội An, Quảng Nam ",15.8774847,108.3306281,Fujian Assembly Hall,,789720.0,₫789720,4.4,Attraction,https://www.google.com/maps/place/Fujian+Assembly+Hall/data=!4m7!3m6!1s0x31420e7f12e29ded:0xeb30287015a0138b!8m2!3d15.8774847!4d108.3306281!16s%2Fg%2F11c1r681sf!19sChIJ7Z3iEn8OQjERixOgFXAoMOs?authuser=0&hl=en&rclk=1,,Attraction
"V9GF+9PM, Cẩm Thanh, Hội An, Quảng Nam ",15.8758416,108.3742432,Ninh Lê,0905 541 696 ,0.0,,5.0,Attraction,https://www.google.com/maps/place/Ninh+L%C3%AA/data=!4m7!3m6!1s0x31420d03c1029fcf:0xf366ff743f3ec11e!8m2!3d15.8758416!4d108.3742432!16s%2Fg%2F11t5y1xrk5!19sChIJz58CwQMNQjERHsE-P3T_ZvM?authuser=0&hl=en&rclk=1,,Attraction
"V8GF+HMQ, An Hội, Hội An, Quảng Nam ",15.876474,108.3242311,Hoi An sculpture promenade,,0.0,,4.0,Attraction,https://www.google.com/maps/place/Hoi+An+sculpture+promenade/data=!4m7!3m6!1s0x31420f383de08981:0x2ce20eb7f6d22585!8m2!3d15.876474!4d108.3242311!16s%2Fg%2F11g__5bfhd!19sChIJgYngPTgPQjERhSXS9rcO4iw?authuser=0&hl=en&rclk=1,,Attraction
"V88F+4Q2, Cẩm Kim, Tp. Hội An, Quảng Nam ",15.865156,108.32423,Làng mộc Kim Bồng,,0.0,,4.6,Attraction,https://www.google.com/maps/place/L%C3%A0ng+m%E1%BB%99c+Kim+B%E1%BB%93ng/data=!4m7!3m6!1s0x31420f8ac65ddd09:0xdd301bcd3fa4019f!8m2!3d15.865156!4d108.32423!16s%2Fg%2F11v0v8fp64!19sChIJCd1dxooPQjERnwGkP80bMN0?authuser=0&hl=en&rclk=1,,Attraction
"Nguyễn Hoàng, Phường Minh An, Hội An, Quảng Nam ",15.8759693,108.3260184,Hội An Night Market,,1120841.0,₫1120841,4.4,Shopping,https://www.google.com/maps/place/H%E1%BB%99i+An+Night+Market/data=!4m7!3m6!1s0x31420e7dc35f492d:0xa44b01b91d668df!8m2!3d15.8759693!4d108.3260184!16s%2Fg%2F11c5g5kv4y!19sChIJLUlfw30OQjER32jWkRuwRAo?authuser=0&hl=en&rclk=1,https://ticketdulich.com/hoi-an-night,Attraction
